"Title:","ACT Composite 25th Percentile Score from the Test Scores - Postsecondary Education Database"
"SubTitle:",""
"Time:","2006 - 2020"
"Unit of Measure:","#","#","#","#","#","#","#","#","#","#","#","#","#","#"
"ITT Technical Institute-Norfolk - Virginia",,,,,,,,,,,,,,
"ITT Technical Institute-Newburgh - Indiana",,,,,,,,,,,,,,
"ITT Technical Institute-National City - California",,,,,,,,,,,,,,
"ITT Technical Institute-Oklahoma City - Oklahoma",,,,,,,,,,,,,,
"Cuyahoga Valley Career Center - Ohio",,,,,,,,,,,,,,
"ITT Technical Institute-Plymouth Meeting - Pennsylvania",,,,,,,,,,,,,,
"ITT Technical Institute-Rancho Cordova - California",,,,,,,,,,,,,,
"ITT Technical Institute-Sylmar - California",,,,,,,,,,,,,,
"ITT Technical Institute-Swartz Creek - Michigan",,,,,,,,,,,,,,
"ITT Technical Institute-Strongsville - Ohio",,,,,,,,,,,,,,
"ITT Technical Institute-Springfield - Virginia",,,,,,,,,,,,,,
"ITT Technical Institute-Springfield - Missouri",,,,,,,,,,,,,,
"ITT Technical Institute-Springfield - Illinois",,,,,,,,,,,,,,
"ITT Technical Institute-Spokane Valley - Washington",,,,,,,,,,,,,,
"ITT Technical Institute-South Bend - Indiana",,,,,,,,,,,,,,
"ITT Technical Institute-Portland - Oregon",,,,,,,,,,,,,,
"ITT Technical Institute-Seattle - Washington",,,,,,,,,,,,,,
"ITT Technical Institute-San Bernardino - California",,,,,,,,,,,,,,
"ITT Technical Institute-San Antonio East - Texas",,,,,,,,,,,,,,
"ITT Technical Institute-San Antonio - Texas",,,,,,,,,,,,,,
"ITT Technical Institute-Salem - Virginia",,,,,,,,,,,,,,
"ITT Technical Institute-Salem - Oregon",,,,,,,,,,,,,,
"ITT Technical Institute-Saint Rose - Louisiana",,,,,,,,,,,,,,
"ITT Technical Institute-Richmond - Virginia",,,,,,,,,,,,,,
"ITT Technical Institute-Richardson - Texas",,,,,,,,,,,,,,
"ITT Technical Institute-San Dimas - California",,,,,,,,,,,,,,
"National Latino Education Institute - Illinois",,,,,,,,,,,,,,
"SUNY College of Technology at Alfred - New York",,18,19,19,19,18,19,21,22,18,18,18,18,18
"Naropa University - Colorado",,,,,,,,,,,,,,20
"Walla Walla University - Washington",,,20,,20,20,20,20,21,19,20,20,20,18
"Urbana University - Ohio",,,20,17,17,18,,,,,17,16,,
"University of Pittsburgh-Titusville - Pennsylvania",,,14,16,15,15,14,17,16,16,16,19,14,14
"University of New Hampshire at Manchester - New Hampshire",,,22,,22,,,,,,,,,
"University of Minnesota-Crookston - Minnesota",,,19,19,20,19,19,19,20,19,19,19,18,18
"The University of Texas at El Paso - Texas",,,17,16,17,17,,17,17,16,15,16,16,
"The Master's University and Seminary - California",,,21,20,21,21,21,22,21,22,22,21,21,19
"The College of New Rochelle - New York",,,17,18,19,20,18,22,18,20,,,,
"Southeast Missouri State University - Missouri",,,20,20,20,20,20,20,20,20,20,20,19,19
"Saint Leo University - Florida",,,19,20,20,,,,,19,20,20,19,20
"Quinnipiac University - Connecticut",,,23,23,22,22,23,22,22,22,22,22,22,21
"Pennsylvania State University-World Campus - Pennsylvania",,,21,20,20,21,21,17,,,,,,
"Pennsylvania State University-Penn State York - Pennsylvania",,,21,23,17,21,18,21,21,19,18,19,18,14
"Pennsylvania State University-Penn State Wilkes-Barre - Pennsylvania",,,24,18,18,18,15,19,19,16,16,17,20,17
"Pennsylvania State University-Penn State Shenango - Pennsylvania",,,18,17,19,19,16,15,19,16,17,16,17,15
"Pennsylvania State University-Penn State Scranton - Pennsylvania",,,16,17,15,17,16,19,18,20,18,17,17,16
"Pennsylvania State University-Penn State New Kensington - Pennsylvania",,,18,18,18,19,19,16,19,17,19,19,22,18
"Warner University - Florida",,,16,16,17,17,17,17,16,16,16,14,14,15
"Western New England University - Massachusetts",,,22,21,22,22,22,22,22,22,21,20,18,18
"William Paterson University of New Jersey - New Jersey",,,16,18,,,,,,,,,,
"Academy of Interactive Entertainment - Louisiana",,,,,,,,,,,,,,
"American Institute of Alternative Medicine - Ohio",,,,,,,,,,,,,,
"American Conservatory Theater - California",,,,,,,,,,,,,,
"American College of Healthcare Sciences - Oregon",,,,,,,,,,,,,,
"American Academy of Dramatic Arts-New York - New York",,,,,,,,,,,,,,
"American Academy of Dramatic Arts-Los Angeles - California",,,,,,,,,,,,,,
"Alverno College - Wisconsin",,,,,,16,17,17,17,17,17,17,17,17
"Alliant International University-San Diego - California",,,,,,,,,,,,,,
"Allen College - Iowa",,,,,,,,,,,21,21,20,20
"Pennsylvania State University-Penn State Mont Alto - Pennsylvania",,,22,20,20,17,20,20,17,16,17,18,15,14
"Albright College - Pennsylvania",,,,,,,,20,20,19,,18,18,
"Albizu University-Miami - Florida",,,,,,,,,,,,,,
"Alaska Pacific University - Alaska",,,,,,17,20,20,15,21,21,18,21,19
"Akron School of Practical Nursing - Ohio",,,,,,,,,,,,,,
"Agnes Scott College - Georgia",,,,,,,,,,,,22,22,24
"Advanced Technology Institute - Virginia",,,,,,,,,,,,,,
"Advanced College-Stockton - California",,,,,,,,,,,,,,
"Adult and Community Education-Hudson - Ohio",,,,,,,,,,,,,,
"Academy of Interactive Entertainment - Washington",,,,,,,,,,,,,,
"Albizu University-San Juan - Puerto Rico",,,,,,,,,,,,,,
"American Islamic College - Illinois",,,,,,,,,,,,,,
"Pennsylvania State University-Penn State Lehigh Valley - Pennsylvania",,,19,21,22,19,19,19,18,19,18,18,18,20
"Pennsylvania State University-Penn State Harrisburg - Pennsylvania",,,23,22,22,20,20,22,20,21,21,20,19,19
"Indiana State University - Indiana",,,16,17,16,16,16,16,16,17,17,17,17,16
"Hiwassee College - Tennessee",,,17,17,17,17,16,16,15,15,16,15,16,16
"Hebrew Theological College - Illinois",,,20,17,20,19,19,18,19,20,17,,,
"Green Mountain College - Vermont",,,17,,,,,,,,,,,17
"Franklin Pierce University - New Hampshire",,,17,,17,19,17,16,16,18,18,19,,17
"Dominican College of Blauvelt - New York",,,17,17,17,17,16,18,17,18,17,18,19,
"College for Creative Studies - Michigan",,,21,21,20,20,18,18,19,19,18,18,18,18
"Coe College - Iowa",,,22,22,22,22,22,23,23,24,23,23,23,22
"Cincinnati Christian University - Ohio",,,16,16,18,18,17,18,18,18,18,18,19,18
"Chestnut Hill College - Pennsylvania",,,16,20,17,17,19,19,19,18,19,17,,18
"Charles R Drew University of Medicine and Science - California",,,18,,,,,,,,,,,
"Campbellsville University - Kentucky",,,18,18,19,18,18,18,18,18,18,16,16,18
"Bryan College-Dayton - Tennessee",,,21,20,21,19,20,20,20,20,20,22,21,21
"Bennett College - North Carolina",,,14,14,,,,,,,,15,15,13
"Woodbury University - California",,17,19,19,19,16,,19,20,19,17,,,
"Wofford College - South Carolina",,26,27,29,24,23,24,24,23,24,23,23,23,23
"Wittenberg University - Ohio",,20,,,,,,23,23,22,23,22,22,22
"Keene State College - New Hampshire",,,18,18,18,19,,,18,19,,,,
"Lincoln Christian University - Illinois",,,20,17,19,19,19,19,18,18,19,19,19,19
"Lincoln College - Illinois",,,15,15,15,15,22,16,15,15,15,14,15,15
"McDaniel College - Maryland",,,21,21,21,20,21,21,21,20,22,21,21,20
"Pennsylvania State University-Penn State Greater Allegheny - Pennsylvania",,,23,18,18,20,18,18,19,13,16,15,21,15
"Pennsylvania State University-Penn State Fayette- Eberly - Pennsylvania",,,17,17,17,17,19,18,16,18,20,16,16,21
"Pennsylvania State University-Penn State Erie-Behrend College - Pennsylvania",,,22,22,21,20,19,19,19,20,19,19,19,18
"Pennsylvania State University-Penn State DuBois - Pennsylvania",,,19,23,,21,16,20,14,17,18,15,17,14
"Pennsylvania State University-Penn State Brandywine - Pennsylvania",,,21,19,18,18,19,17,18,18,16,16,17,17
"Pennsylvania State University-Penn State Berks - Pennsylvania",,,21,21,19,18,18,19,18,17,17,17,18,19
"Pennsylvania State University-Penn State Beaver - Pennsylvania",,,20,20,20,18,17,16,17,17,18,17,17,15
"Pennsylvania State University-Penn State Altoona - Pennsylvania",,,20,21,20,20,19,19,21,20,20,19,18,18
"Pennsylvania State University-Penn State Hazleton - Pennsylvania",,,20,18,20,17,17,20,18,18,16,17,17,17
"Pennsylvania State University-Penn State Abington - Pennsylvania",,,22,21,20,19,18,18,16,19,17,17,17,14
"New York School of Interior Design - New York",,,19,18,17,,,,20,,,,,
"Mount Aloysius College - Pennsylvania",,,17,18,18,17,16,18,17,16,17,16,16,17
"Moravian University - Pennsylvania",,,21,21,21,19,18,,,,20,19,19,19
"MidAmerica Nazarene University - Kansas",,,18,18,18,19,19,19,20,19,20,20,20,18
"Mid-South Christian College - Tennessee",,,19,,,,,,,,,,,
"Menlo College - California",,,18,18,18,19,19,19,20,19,17,16,15,15
"Medical Prep Institute of Tampa Bay - Florida",,,12,,,,,,,,,,,
"Medaille College - New York",,,17,17,19,15,,,16,17,18,17,17,17
"Olivet College - Michigan",,,16,,18,17,18,17,18,18,17,17,17,16
"Wingate University - North Carolina",,18,18,18,20,20,19,19,20,19,19,19,18,
"American Jewish University - California",,,,,,,,,17,20,18,20,21,
"American University of Health Sciences - California",,,,,,,,,,,,,,
"California Christian College - California",,,,,,,,,,,,,,18
"California Career Institute - California",,,,,,,,,,,,,,
"Bryn Mawr College - Pennsylvania",,,,29,28,28,27,27,26,26,26,27,26,27
"Brown College of Court Reporting - Georgia",,,,,,,,,,,,,,
"Broome Delaware Tioga BOCES-Practical Nursing Program - New York",,,,,,,,,,,,,,
"Brevard College - North Carolina",,,,,,,,18,17,18,16,15,18,17
"Bradford School - Pennsylvania",,,,,,,,,,,,,,
"Bowdoin College - Maine",,,,,,,,30,31,30,30,29,29,
"Bolivar Technical College - Missouri",,,,,,,,,,,,,,
"Bob Jones University - South Carolina",,,,20,20,19,19,20,19,,,,,
"Blue Hills Regional Technical School - Massachusetts",,,,,,,,,,,,,,
"Blue Cliff Career College - Alabama",,,,,,,,,,,,,,
"Birthwise Midwifery School - Maine",,,,,,,,,,,,,,
"Bidwell Training Center Inc - Pennsylvania",,,,,,,,,,,,,,
"Beverly Hills Design Institute - California",,,,,,,,,,,,,,
"Bethany Global University - Minnesota",,,,,,,,,,,,,,
"Beth Medrash of Asbury Park - New Jersey",,,,,,,,,,,,,,
"California College of the Arts - California",,,,,,,,,19,,,,,
"California Institute of the Arts - California",,,,,,,,,,,,,,
"California Jazz Conservatory - California",,,,,,,,,,,,,,
"California State University Maritime Academy - California",,,,,,,,21,21,19,20,19,19,19
"Carrington College-Portland - Oregon",,,,,,,,,,,,,,
"Carrington College-Pleasant Hill Campus - California",,,,,,,,,,,,,,
"Carrington College-Phoenix North - Arizona",,,,,,,,,,,,,,
"Carrington College-Phoenix East - Arizona",,,,,,,,,,,,,,
"Carrington College-Ontario - California",,,,,,,,,,,,,,
"Carrington College-Mesquite - Texas",,,,,,,,,,,,,,
"Carrington College-Mesa - Arizona",,,,,,,,,,,,,,
"Carrington College-Las Vegas - Nevada",,,,,,,,,,,,,,
"Beth Medrash Meor Yitzchok - New York",,,,,,,,,,,,,,
"Carrington College-Citrus Heights - California",,,,,,,,,,,,,,
"Carrington College-Albuquerque - New Mexico",,,,,,,,,,,,,,
"Career Center of Southern Illinois - Illinois",,,,,,,,,,,,,,
"Canton City Schools Adult Career and Technical Education - Ohio",,,,,,,,,,,,,,
"California State University-Stanislaus - California",,,,,,,,16,16,17,17,17,17,16
"California State University-East Bay - California",,,,,,,,16,16,16,15,16,15,16
"California State University-Dominguez Hills - California",,,,,,,,15,15,15,14,14,14,15
"California State University-Channel Islands - California",,,,,,,,17,18,16,18,,18,18
"California State University-Bakersfield - California",,,,,,,,15,16,16,15,15,15,16
"Carrington College-Boise - Idaho",,,,,,,,,,,,,,
"American Musical and Dramatic Academy - New York",,,,,,,,,,,,,,
"Beth Hatalmud Rabbinical College - New York",,,,,,,,,,,,,,
"Bet Medrash Gadol Ateret Torah - New York",,,,,,,,,,,,,,
"Athena Career Academy - Ohio",,,,,,,,,,,,,,
"Assumption University - Massachusetts",,,,,,,,,,,20,19,,20
"Associated Beth Rivkah Schools - New York",,,,,,,,,,,,,,
"Assabet Valley Regional Technical School - Massachusetts",,,,,,,,,,,,,,
"ASPIRA City College - Pennsylvania",,,,,,,,,,,,,,
"Art Center College of Design - California",,,,,,,,,,,,,,
"Arnot Ogden Medical Center - New York",,,,,,,,,,,,,,
"Armstrong State University - Georgia",,,,19,19,19,19,19,19,19,18,18,19,18
"Arkansas Tech University - Arkansas",,,,,,,18,18,18,19,20,19,19,19
"Arizona State University Digital Immersion - Arizona",,,,,,,,17,,,,,,
"Arizona College of Nursing-Las Vegas - Nevada",,,,,,,,,,,,,,
"Aria Health School of Nursing - Pennsylvania",,,,,,,,,,,,,,
"Applied Technology Services - Missouri",,,,,,,,,,,,,,
"Annenberg School of Nursing - California",,,,,,,,,,,,,,
"Anna Maria College - Massachusetts",,,,,,,,,16,16,18,16,16,15
"AmeriTech College-Provo - Utah",,,,,,,,,,,,,,
"AmeriTech College-Draper - Utah",,,,,,,,,,,,,,
"Augustana College - Illinois",,,,,,,,,,,23,23,23,23
"Autry Technology Center - Oklahoma",,,,,,,,,,,,,,
"Averett University-Non-Traditional Programs - Virginia",,,,,,,,,,,,,,
"Bais Binyomin Academy - New York",,,,,,,,,,,,,,
"Berklee College of Music - Massachusetts",,,,,,,,,,,,,,
"Bennington College - Vermont",,,,,,,,,,,,,24,24
"Belanger School of Nursing - New York",,,,,,,,,,,,,,
"Bel-Rea Institute of Animal Technology - Colorado",,,,,,,,,,,,,,
"Beis Medrash Heichal Dovid - New York",,,,,,,,,,,,,,
"Beacon College - Florida",,,,,,,,,,,,,,
"Bay State College - Massachusetts",,,,,,,,,,,,,,
"Bates College - Maine",,,,,,,,,,,,,,
"Beth Hamedrash Shaarei Yosher Institute - New York",,,,,,,,,,,,,,
"Bard College at Simon's Rock - Massachusetts",,,,,,,,,,,,,24,26
"Barclay College - Kansas",,,,,,,,17,15,17,18,17,15,19
"Baptist Missionary Association Theological Seminary - Texas",,,,,,,,,,,,,,
"Bancroft School of Massage Therapy - Massachusetts",,,,,,,,,,,,,,
"Ball State University - Indiana",,,,20,20,20,20,20,19,20,19,19,19,19
"Bais Medrash Toras Chesed - New Jersey",,,,,,,,,,,,,,
"Bais Medrash Mayan Hatorah - New Jersey",,,,,,,,,,,,,,
"Bais Medrash Elyon - New York",,,,,,,,,,,,,,
"Bais HaMedrash and Mesivta of Baltimore - Maryland",,,,,,,,,,,,,,
"Bard College - New York",,,,,,,,,,,,,,
"Williams College - Massachusetts",,32,32,31,31,31,31,30,30,29,30,29,29,29
"William Woods University - Missouri",,20,20,20,19,19,19,19,20,20,19,19,19,19
"William Penn University - Iowa",,16,,16,17,,,17,15,16,17,17,17,17
"Hendrix College - Arkansas",,26,27,24,26,25,25,26,26,27,27,25,25,24
"Haskell Indian Nations University - Kansas",,15,15,16,16,16,16,,,16,15,14,15,14
"Grand Valley State University - Michigan",,21,21,21,21,21,21,21,21,21,22,21,22,22
"Goucher College - Maryland",,21,,,,,,,,23,23,,23,23
"Georgia Gwinnett College - Georgia",,16,,,,,,,,,,,,
"Georgetown College - Kentucky",,21,20,20,20,20,21,21,21,21,21,21,21,21
"Geneva College - Pennsylvania",,19,20,20,20,21,18,20,20,21,19,20,20,20
"Fort Valley State University - Georgia",,16,16,5,10,16,17,,16,15,16,15,15,15
"Fitchburg State University - Massachusetts",,19,19,19,18,18,18,18,19,20,18,17,18,18
"Finlandia University - Michigan",,16,17,17,16,16,16,17,,,,,,
"Emporia State University - Kansas",,19,19,19,19,19,19,19,20,19,19,19,19,19
"Emmanuel College - Georgia",,16,17,17,18,,,,,,,,,
"Edgewood College - Wisconsin",,20,20,21,21,20,20,20,20,20,20,20,19,19
"Eckerd College - Florida",,23,23,23,22,23,23,23,22,22,22,22,22,22
"Eastern Oregon University - Oregon",,17,18,18,17,18,18,,19,,19,18,18,
"East Texas Baptist University - Texas",,17,18,18,18,18,18,18,18,18,19,18,18,18
"Dean College - Massachusetts",,17,18,18,,,15,15,15,15,14,15,15,15
"Heritage Christian University - Alabama",,1,,19,,14,,,,,,,,
"Hofstra University - New York",,25,24,24,24,,23,23,23,24,23,23,22,21
"Holy Family College - Wisconsin",,15,15,,,,14,17,15,16,16,16,16,16
"Holy Names University - California",,18,17,17,16,15,16,17,17,17,16,17,20,18
"Lynn University - Florida",,21,20,,19,19,19,18,,,17,,16,16
"Louisburg College - North Carolina",,13,14,13,14,14,,,,14,13,,14,13
"Loras College - Iowa",,20,19,20,20,21,21,21,21,21,21,21,20,20
"Logan University - Missouri",,21,,18,,,,,,,,,,
"Lock Haven University - Pennsylvania",,17,19,16,17,17,17,17,17,16,17,16,17,16
"LIM College - New York",,18,18,18,18,18,16,18,19,19,19,19,17,17
"Lesley University - Massachusetts",,20,22,20,21,21,21,21,20,21,20,19,20,20
"Lenoir-Rhyne University - North Carolina",,18,,,,,,18,18,18,,18,19,17
"Dallas Christian College - Texas",,15,17,17,15,15,16,18,17,21,17,17,19,17
"Le Moyne-Owen College - Tennessee",,14,14,14,14,14,13,14,14,14,15,14,12,12
"Lakeland University - Wisconsin",,17,16,16,16,16,18,19,19,19,18,18,17,17
"Kuyper College - Michigan",,20,17,19,19,19,19,18,19,20,18,20,19,
"Kansas Wesleyan University - Kansas",,19,20,19,19,20,20,20,20,20,20,20,20,19
"Kalamazoo College - Michigan",,25,,26,,,25,25,26,25,26,26,26,26
"Indiana University-Kokomo - Indiana",,18,19,17,18,18,17,18,18,18,17,18,16,17
"Indiana Institute of Technology - Indiana",,18,18,17,17,18,18,17,16,17,17,17,13,17
"Howard Payne University - Texas",,19,18,19,18,18,19,18,18,18,18,17,18,18
"Houghton College - New York",,21,,22,21,21,22,21,22,22,22,23,21,23
"Lawrence Technological University - Michigan",,21,23,21,22,22,21,22,21,20,20,20,20,20
"MacMurray College - Illinois",,17,18,18,18,17,18,19,18,,17,17,16,17
"Curry College - Massachusetts",,19,17,18,18,18,18,16,,19,18,,,
"Creighton University - Nebraska",,23,24,25,24,24,24,24,24,24,24,24,24,23
"Bethel University - Indiana",,19,19,19,20,19,19,20,20,19,,,,
"Bethany Lutheran College - Minnesota",,20,19,20,20,20,20,20,20,21,19,20,20,20
"Berry College - Georgia",,24,23,24,24,24,24,24,24,23,22,23,23,23
"Benedict College - South Carolina",,15,,,,,,,,,,,,
"Beloit College - Wisconsin",,24,21,,24,,,24,24,25,25,25,25,25
"Baylor University - Texas",,26,26,26,26,25,24,24,24,24,23,23,23,23
"Barry University - Florida",,17,17,17,18,17,18,17,,17,,17,18,18
"Azusa Pacific University - California",,20,21,21,20,21,21,21,21,21,21,21,21,20
"Art Academy of Cincinnati - Ohio",,12,17,16,17,18,18,19,18,19,18,18,18,19
"Arizona State University-West - Arizona",,19,19,20,21,21,21,20,,,,,18,18
"Arizona State University-Polytechnic - Arizona",,21,21,21,22,21,22,22,,,,,19,19
"Arizona State University-Downtown Phoenix - Arizona",,20,20,21,21,21,21,21,,,,,18,18
"Anderson University - South Carolina",,20,20,21,21,21,20,21,20,20,18,18,18,18
"Ancilla College - Indiana",,14,15,,,,,,,,,,,
"Alvernia University - Pennsylvania",,18,17,18,19,19,17,18,18,18,17,17,17,16
"Alma College - Michigan",,20,20,20,21,21,21,22,21,22,21,21,21,21
"Albertus Magnus College - Connecticut",,15,15,,,,,,,,,,20,
"Bethlehem College & Seminary - Minnesota",,21,21,20,21,22,,,,,,,,
"Bloomsburg University of Pennsylvania - Pennsylvania",,18,19,19,18,18,17,19,19,19,,,,
"Bluefield University - Virginia",,16,16,16,17,17,16,16,16,16,17,17,17,16
"Bluffton University - Ohio",,18,18,18,19,18,19,19,19,19,19,19,20,20
"Concordia University-Portland - Oregon",,17,18,18,18,19,19,18,19,18,18,19,19,18
"Columbus College of Art and Design - Ohio",,18,,,,,19,19,19,19,18,19,18,18
"Colorado Mesa University - Colorado",,18,18,18,18,17,18,18,17,18,18,17,17,18
"Cleary University - Michigan",,18,18,17,19,18,19,18,19,,,,,
"Clarkson College - Nebraska",,19,18,21,21,21,18,22,20,20,19,20,21,21
"Clarion University of Pennsylvania - Pennsylvania",,17,18,18,17,17,16,,,,,,,
"Christopher Newport University - Virginia",,22,23,,23,23,23,23,21,22,22,21,22,22
"Champlain College - Vermont",,24,22,23,22,23,23,22,21,20,21,20,20,20
"Cumberland University - Tennessee",,18,19,19,19,19,20,19,19,20,20,19,19,18
"Central State University - Ohio",,14,14,15,15,14,15,15,14,14,14,15,,
"Carolina University - North Carolina",,16,16,15,15,,,,,,,,,
"Capitol Technology University - Maryland",,19,17,19,19,17,17,15,21,19,,12,,
"Capital University - Ohio",,20,21,22,22,22,21,21,21,21,21,21,21,21
"Calvary University - Missouri",,19,20,19,20,19,19,18,18,18,19,19,20,18
"Cairn University-Langhorne - Pennsylvania",,19,18,17,20,18,18,18,17,20,19,19,16,19
"Buena Vista University - Iowa",,19,19,19,19,19,20,20,20,20,18,19,19,19
"Bryan College of Health Sciences - Nebraska",,19,20,20,21,22,21,22,22,22,20,21,19,
"Brewton-Parker College - Georgia",,16,15,14,,,,17,16,14,15,16,15,16
"Carolinas College of Health Sciences - North Carolina",,21,,,,,20,,,,,,,
"Manhattan College - New York",,23,23,23,23,22,22,23,,,21,22,23,22
"Manor College - Pennsylvania",,15,14,14,,14,13,12,15,14,15,,,
"Marian University - Indiana",,18,20,19,19,20,20,19,19,19,19,19,19,19
"University of California-Los Angeles - California",,29,30,29,28,28,27,25,25,25,24,24,24,24
"Trinity College - Connecticut",,29,29,28,,,,25,26,26,26,26,26,27
"Toccoa Falls College - Georgia",,16,19,18,18,18,18,17,19,18,16,19,18,18
"Thomas More University - Kentucky",,19,19,19,20,20,19,20,20,20,20,19,20,18
"The College of Wooster - Ohio",,24,25,24,24,25,25,25,25,24,24,23,23,23
"Taylor University - Indiana",,22,22,22,22,24,24,24,25,23,24,23,23,23
"Syracuse University - New York",,26,25,25,25,24,24,23,23,23,23,23,24,24
"SUNY College of Technology at Delhi - New York",,20,17,,,,,,,,,,,
"Westwood College-Dallas - Texas",,,,,,,,,,,,,,7
"SUNY Buffalo State - New York",,19,,,17,16,21,,18,,,,,19
"Stevenson University - Maryland",,18,19,19,19,19,18,18,18,17,18,19,18,18
"St. Joseph's College-Long Island - New York",,21,21,22,,,,,,,22,,19,19
"St. John's College - New Mexico",,26,24,23,,,,,,,,,,
"St. John's College - Maryland",,26,24,26,27,,28,,,25,,,,
"St. Andrews University - North Carolina",,15,13,16,16,17,,18,,,,,,
"Spartanburg Methodist College - South Carolina",,15,15,15,16,16,16,15,15,16,15,15,16,15
"Southwestern Christian University - Oklahoma",,16,16,16,17,17,17,17,17,17,17,15,15,16
"University of Colorado Colorado Springs - Colorado",,21,20,21,20,21,21,21,21,20,21,21,20,20
"University of Evansville - Indiana",,23,22,22,23,23,23,23,23,23,22,22,22,22
"University of Houston-Downtown - Texas",,16,17,17,17,16,16,16,,,,,,
"University of Houston-Victoria - Texas",,16,,,,,,16,17,18,,,,
"William Jessup University - California",,18,19,21,19,18,19,20,20,19,20,19,21,19
"Whittier College - California",,20,20,21,20,20,20,20,20,20,19,21,20,21
"Westminster College - Pennsylvania",,19,20,20,20,20,19,20,21,22,20,20,20,20
"Wells College - New York",,18,21,,19,21,22,21,21,20,21,21,22,20
"Watkins College of Art Design & Film - Tennessee",,19,18,19,19,18,20,18,18,19,19,22,21,25
"Washington Adventist University - Maryland",,15,14,15,14,14,15,,16,,,,15,14
"University of St Thomas - Texas",,20,22,21,21,22,22,23,23,24,23,21,21,23
"University of South Florida-St Petersburg - Florida",,24,23,22,22,22,24,21,21,21,21,,,
"Southern Connecticut State University - Connecticut",,16,18,18,18,18,17,17,17,17,,,,
"University of South Florida-Sarasota-Manatee - Florida",,25,24,22,21,22,21,22,,,,,,
"University of San Diego - California",,26,25,26,26,26,26,25,25,26,25,24,24,23
"University of Northwestern-St Paul - Minnesota",,21,21,21,21,21,21,22,21,21,21,21,21,21
"University of North Alabama - Alabama",,20,20,19,19,19,19,19,18,18,18,18,18,18
"University of New England - Maine",,21,20,21,21,20,21,21,21,21,21,21,21,
"University of Mobile - Alabama",,20,18,20,19,19,20,20,20,20,19,20,20,19
"University of Maine at Fort Kent - Maine",,17,16,17,16,15,16,18,17,,,,,
"University of Maine - Maine",,21,22,22,21,21,21,21,21,21,21,20,20,20
"University of Lynchburg - Virginia",,18,,19,19,19,19,19,18,19,18,18,18,18
"University of Sioux Falls - South Dakota",,20,20,20,20,20,19,20,20,21,20,20,19,19
"Savannah College of Art and Design - Georgia",,21,21,21,21,20,21,21,21,21,20,21,21,20
"Salem State University - Massachusetts",,19,20,19,19,,19,19,,,15,19,,
"Saint Peter's University - New Jersey",,17,17,17,16,16,16,16,17,17,17,16,17,15
"Nebraska Christian College of Hope International University - Nebraska",,17,16,17,3,,,,,,,,,
"Muskingum University - Ohio",,18,19,19,19,18,19,18,19,19,19,19,19,19
"Mount Mercy University - Iowa",,18,19,19,18,19,19,20,20,20,20,20,20,20
"Morningside University - Iowa",,19,20,20,20,20,21,20,19,21,20,20,20,20
"Morehouse College - Georgia",,18,20,18,19,18,19,18,19,19,18,18,19,20
"Morehead State University - Kentucky",,20,20,20,20,20,19,19,19,19,19,18,17,17
"Moore College of Art and Design - Pennsylvania",,23,22,,,,,18,17,16,19,18,17,17
"Moody Bible Institute - Illinois",,18,,,,,,,21,20,21,,,
"New England Institute of Technology - Rhode Island",,16,,,,,,,,,,,,
"Montana Bible College - Montana",,19,,,,22,23,16,20,,,,,
"Minneapolis College of Art and Design - Minnesota",,20,19,20,20,21,21,20,20,21,20,21,21,20
"Midwestern Baptist Theological Seminary - Missouri",,20,19,20,19,17,18,19,19,19,16,18,,
"Middle Georgia State University - Georgia",,16,16,15,,15,,,,,,,,
"Methodist College - Illinois",,18,16,15,19,20,17,21,19,19,,,,
"McPherson College - Kansas",,19,19,20,19,15,18,19,19,18,19,19,20,19
"Maryville University of Saint Louis - Missouri",,20,20,21,22,23,23,23,23,23,22,22,22,21
"Maryland Institute College of Art - Maryland",,24,22,24,22,,,,,,,,,
"Mars Hill University - North Carolina",,18,16,17,17,17,17,17,17,17,,,16,
"Misericordia University - Pennsylvania",,22,23,22,22,22,21,20,22,22,20,21,19,20
"Carrington College-Reno - Nevada",,,,,,,,,,,,,,
"New Mexico Military Institute - New Mexico",,17,16,16,16,16,17,17,18,17,18,17,17,22
"Northern Illinois University - Illinois",,19,19,19,19,19,19,19,19,19,19,19,20,20
"Saint Mary's University of Minnesota - Minnesota",,20,20,20,20,19,20,20,19,20,19,20,19,19
"Saint Elizabeth University - New Jersey",,16,,,17,,,,,,,,,
"Saint Edward's University - Texas",,22,22,22,22,23,22,22,22,22,22,21,21,21
"Reed College - Oregon",,30,30,30,29,29,29,28,28,29,29,29,28,28
"Radford University-Carilion - Virginia",,16,17,19,,,,20,18,17,17,18,18,17
"Providence Christian College - California",,19,19,2,,,,,,,22,,,
"Pomona College - California",,32,31,30,31,30,31,31,29,31,31,30,29,29
"Pittsburg State University - Kansas",,19,18,19,19,,19,19,19,19,19,19,18,19
"Newman University - Kansas",,18,20,19,20,20,20,20,22,21,19,20,19,19
"Pennsylvania State University-Main Campus - Pennsylvania",,23,25,25,25,25,25,25,25,25,24,24,23,23
"Ozark Christian College - Missouri",,19,20,19,19,,,,,,,,,
"Otis College of Art and Design - California",,23,20,,,19,18,19,21,21,20,21,17,19
"Ohio Dominican University - Ohio",,19,19,19,19,19,19,20,20,19,19,19,19,19
"Oakwood University - Alabama",,16,16,17,16,17,17,17,17,16,16,16,16,16
"Notre Dame of Maryland University - Maryland",,17,22,17,21,23,21,20,19,19,18,19,18,
